(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    3 | 2026-03-07 15:55:27 |   c1 |   58.5 |   38.1 |   137.0 |  2376364 |   53.4 |    56.7
    3 | 2026-03-07 15:55:28 |   c2 |   82.8 |   78.1 |   211.0 |   680308 |   17.1 |    16.8
    3 | 2026-03-07 15:55:29 |   c3 |   76.2 |   62.1 |   191.6 |  2479622 |   14.7 |    11.8
    4 | 2026-03-07 15:55:30 |   c1 |   64.8 |   40.5 |   145.8 |  2573570 |   53.1 |    43.2
    4 | 2026-03-07 15:55:31 |   c2 |   69.0 |   79.0 |   213.2 |   618192 |   17.1 |    11.0
    4 | 2026-03-07 15:55:33 |   c3 |   66.8 |   65.7 |   202.8 |  2675485 |   14.7 |    21.7
    5 | 2026-03-07 15:55:35 |   c1 |   36.9 |   43.4 |   156.1 |  2387146 |   53.8 |    19.6
    5 | 2026-03-07 15:55:35 |   c2 |   70.1 |   80.1 |   216.2 |   716553 |   17.1 |    14.2
    5 | 2026-03-07 15:55:36 |   c3 |   75.2 |   68.5 |   211.4 |  2447598 |   14.7 |    10.9
    6 | 2026-03-07 15:55:38 |   c1 |   61.6 |   45.6 |   163.9 |  2351335 |   52.6 |    20.6
    6 | 2026-03-07 15:55:39 |   c2 |   72.6 |   80.9 |   218.4 |   674196 |   17.1 |     9.8
    6 | 2026-03-07 15:55:40 |   c3 |   78.5 |   71.5 |   220.9 |  2649550 |   14.8 |    17.2
    7 | 2026-03-07 15:55:41 |   c1 |   60.1 |   48.1 |   172.9 |  2497788 |   51.4 |    28.3
    7 | 2026-03-07 15:55:42 |   c2 |   73.5 |   81.8 |   220.8 |   669117 |   17.1 |    10.9
    7 | 2026-03-07 15:55:44 |   c3 |   71.9 |   74.6 |   230.3 |  2619313 |   14.8 |     9.7
    8 | 2026-03-07 15:55:46 |   c1 |   56.2 |   50.5 |   181.7 |  2110234 |   49.8 |    17.8
    8 | 2026-03-07 15:55:47 |   c2 |   67.3 |   69.3 |   180.2 | -9199419 |   17.1 |    12.5
    8 | 2026-03-07 15:55:49 |   c3 |   64.7 |   50.2 |   160.3 | -13957322 |   14.8 |     9.8
    9 | 2026-03-07 15:55:50 |   c1 |   59.5 |   53.5 |   192.3 |  2406905 |   48.5 |    30.0
    9 | 2026-03-07 15:55:51 |   c2 |   70.0 |   70.4 |   183.2 |   684336 |   17.1 |    41.1
    9 | 2026-03-07 15:55:52 |   c3 |   70.9 |   53.3 |   170.3 |  2674786 |   14.8 |    17.4
   10 | 2026-03-07 15:55:54 |   c1 |   61.7 |   56.0 |   201.4 |  2115541 |   47.3 |    48.1
   10 | 2026-03-07 15:55:55 |   c2 |   73.3 |   71.4 |   185.7 |   621106 |   17.1 |    18.6
   10 | 2026-03-07 15:55:56 |   c3 |   58.0 |   55.8 |   178.2 |  2164145 |   14.8 |    11.2
   11 | 2026-03-07 15:55:57 |   c1 |   27.6 |   33.4 |   119.8 | -29755281 |   46.6 |    22.5
   11 | 2026-03-07 15:55:58 |   c2 |   45.3 |   71.6 |   186.2 |   189784 |   17.1 |     9.6
   11 | 2026-03-07 15:55:58 |   c3 |   46.8 |   55.9 |   178.4 |    83107 |   14.8 |    10.5
   12 | 2026-03-07 15:56:00 |   c1 |   26.5 |   39.7 |   142.7 |  9201034 |   45.8 |    18.2
   12 | 2026-03-07 15:56:00 |   c2 |   43.3 |   71.7 |   186.4 |    90394 |   17.1 |    12.6
   12 | 2026-03-07 15:56:01 |   c3 |   49.4 |   55.9 |   178.6 |    92653 |   14.8 |    11.4
   13 | 2026-03-07 15:56:02 |   c1 |   27.2 |   45.7 |   164.0 |  8829118 |   45.2 |    15.5
   13 | 2026-03-07 15:56:03 |   c2 |   45.5 |   71.8 |   186.6 |    83060 |   17.1 |     9.5
   13 | 2026-03-07 15:56:03 |   c3 |   50.6 |   56.0 |   178.9 |    97590 |   14.8 |    12.0
   14 | 2026-03-07 15:56:04 |   c1 |   27.9 |   54.5 |   195.7 | 12641170 |   44.6 |    12.0
   14 | 2026-03-07 15:56:05 |   c2 |   50.6 |   71.9 |   186.9 |    94555 |   17.0 |     9.0
   14 | 2026-03-07 15:56:06 |   c3 |   45.4 |   56.1 |   179.1 |    93211 |   14.8 |    14.6
   15 | 2026-03-07 15:56:07 |   c1 |   33.3 |   59.4 |   213.6 |  7132488 |   44.3 |    13.7
   15 | 2026-03-07 15:56:08 |   c2 |   50.3 |   72.0 |   187.1 |    92985 |   17.0 |    10.8
   15 | 2026-03-07 15:56:08 |   c3 |   46.4 |   56.2 |   179.3 |    91764 |   14.7 |    10.7
   16 | 2026-03-07 15:56:09 |   c1 |   34.5 |   68.6 |   246.8 | 13429788 |   44.1 |    19.6
   16 | 2026-03-07 15:56:10 |   c2 |   42.8 |   72.0 |   187.3 |    93850 |   17.0 |    13.7
   16 | 2026-03-07 15:56:11 |   c3 |   54.9 |   56.2 |   179.5 |    81263 |   14.7 |    14.9
   17 | 2026-03-07 15:56:12 |   c1 |   34.4 |   74.6 |   268.2 |  8467275 |   43.9 |    15.0
   17 | 2026-03-07 15:56:13 |   c2 |   51.3 |   72.1 |   187.6 |    91908 |   17.0 |    11.4
   17 | 2026-03-07 15:56:13 |   c3 |   57.4 |   56.3 |   179.8 |    95529 |   14.7 |    11.0
   18 | 2026-03-07 15:56:15 |   c1 |   54.8 |   55.9 |   260.9 | -2909881 |   45.3 |   706.2
   18 | 2026-03-07 15:56:16 |   c2 |   53.3 |   72.2 |   187.8 |    74176 |   17.0 |     9.3
   18 | 2026-03-07 15:56:17 |   c3 |   58.4 |   56.4 |   180.0 |    69453 |   14.7 |     9.4
   19 | 2026-03-07 15:56:18 |   c1 |   37.8 |   62.7 |   292.7 | 10039967 |   45.3 |    12.9
   19 | 2026-03-07 15:56:18 |   c2 |   62.5 |   72.3 |   188.0 |    89777 |   17.0 |    10.8
   19 | 2026-03-07 15:56:19 |   c3 |   43.3 |   56.5 |   180.3 |   134934 |   14.7 |    11.0
   20 | 2026-03-07 15:56:20 |   c1 |   41.5 |   65.6 |   313.5 |  8294597 |   45.6 |    17.4
   20 | 2026-03-07 15:56:21 |   c2 |   60.1 |   72.4 |   188.3 |    84983 |   17.0 |    10.2
   20 | 2026-03-07 15:56:22 |   c3 |   51.8 |   56.6 |   180.6 |    96276 |   14.7 |    10.3
   21 | 2026-03-07 15:56:23 |   c1 |   25.6 |   72.3 |   345.3 | 12231154 |   45.8 |    14.0
   21 | 2026-03-07 15:56:23 |   c2 |   61.9 |   72.5 |   188.5 |    83497 |   16.9 |    13.1
   21 | 2026-03-07 15:56:24 |   c3 |   41.9 |   56.6 |   180.8 |    89939 |   14.7 |    11.0
   22 | 2026-03-07 15:56:25 |   c1 |   40.8 |   76.6 |   365.9 |  8250775 |   46.6 |    45.0
   22 | 2026-03-07 15:56:26 |   c2 |   57.1 |   72.6 |   188.7 |   102229 |   16.9 |    10.1
   22 | 2026-03-07 15:56:27 |   c3 |   53.5 |   56.7 |   181.0 |    88179 |   14.7 |     9.5
   23 | 2026-03-07 15:56:28 |   c1 |   37.3 |   83.3 |   397.7 | 12662592 |   47.0 |    19.4
   23 | 2026-03-07 15:56:28 |   c2 |   36.1 |   72.7 |   188.9 |    85776 |   16.9 |    11.8
   23 | 2026-03-07 15:56:29 |   c3 |   56.2 |   56.8 |   181.3 |    94186 |   14.6 |    11.5
   24 | 2026-03-07 15:56:31 |   c1 |   48.8 |    0.0 |       - | -137367109 |    0.0 |     0.0
   24 | 2026-03-07 15:56:31 |   c2 |   34.7 |   72.7 |   189.2 |    76258 |   16.9 |    10.7
   24 | 2026-03-07 15:56:32 |   c3 |   43.3 |   56.8 |   181.5 |    83020 |   14.6 |    10.0
   25 | 2026-03-07 15:56:33 |   c1 |   24.0 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:56:33 |   c2 |   33.8 |   72.8 |   189.4 |   109203 |   16.9 |    21.3
   25 | 2026-03-07 15:56:34 |   c3 |   45.7 |   56.9 |   181.8 |   136542 |   14.6 |    12.4
   26 | 2026-03-07 15:56:35 |   c1 |   23.3 |    0.0 |       - |        0 |    0.0 |     0.0
   26 | 2026-03-07 15:56:35 |   c2 |   27.9 |   72.9 |   189.6 |    98478 |   16.9 |    13.3
   26 | 2026-03-07 15:56:36 |   c3 |   45.6 |   57.0 |   182.0 |    96971 |   14.6 |     9.5
   27 | 2026-03-07 15:56:37 |   c1 |   21.2 |    0.0 |       - |        0 |    0.0 |     0.0
   27 | 2026-03-07 15:56:37 |   c2 |   29.7 |   73.0 |   189.8 |    99501 |   16.9 |    11.0
   27 | 2026-03-07 15:56:38 |   c3 |   46.7 |   57.1 |   182.2 |   101922 |   14.6 |    10.6
   28 | 2026-03-07 15:56:39 |   c1 |   24.9 |    0.0 |       - |        0 |    0.0 |     0.0
   28 | 2026-03-07 15:56:39 |   c2 |   26.7 |   73.1 |   190.0 |    97235 |   16.9 |    17.8
   28 | 2026-03-07 15:56:40 |   c3 |   43.3 |   57.1 |   182.4 |   104069 |   14.6 |    21.8
   29 | 2026-03-07 15:56:41 |   c1 |   27.0 |    0.0 |       - |        0 |    0.0 |     0.0
   29 | 2026-03-07 15:56:41 |   c2 |   34.6 |   73.1 |   190.2 |   111143 |   16.8 |    11.1
   29 | 2026-03-07 15:56:42 |   c3 |   46.7 |   57.2 |   182.6 |    95634 |   14.6 |    10.8
   30 | 2026-03-07 15:56:43 |   c1 |   24.0 |    0.0 |       - |        0 |    0.0 |     0.0
   30 | 2026-03-07 15:56:44 |   c2 |   32.4 |   73.2 |   190.4 |    98191 |   16.8 |    12.5
   30 | 2026-03-07 15:56:44 |   c3 |   43.7 |   57.3 |   182.8 |   108436 |   14.6 |     9.9
   31 | 2026-03-07 15:56:45 |   c1 |   24.8 |    0.0 |       - |        0 |    0.0 |     0.0
   31 | 2026-03-07 15:56:46 |   c2 |   23.3 |   73.3 |   190.6 |   102513 |   16.8 |    11.6
   31 | 2026-03-07 15:56:46 |   c3 |   40.8 |   57.3 |   183.0 |   102773 |   14.6 |    12.6
   32 | 2026-03-07 15:56:47 |   c1 |   23.2 |    0.0 |       - |        0 |    0.0 |     0.0
   32 | 2026-03-07 15:56:47 |   c2 |   27.9 |   73.4 |   190.8 |   104092 |   16.8 |    15.6
   32 | 2026-03-07 15:56:48 |   c3 |   46.7 |   57.4 |   183.2 |    98910 |   14.6 |     9.5
   33 | 2026-03-07 15:56:49 |   c1 |   23.5 |    0.0 |       - |        0 |    0.0 |     0.0
   33 | 2026-03-07 15:56:49 |   c2 |   27.3 |   73.6 |   191.3 |   264961 |   16.8 |    11.7
   33 | 2026-03-07 15:56:50 |   c3 |   46.3 |   57.6 |   183.8 |   296677 |   14.6 |    11.4

  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 17:11:19 |   c1 |    0.0 |   48.9 |   176.8 |        0 |   26.9 |    42.3
    1 | 2026-03-07 17:11:20 |   c2 |   56.0 |   47.5 |   146.0 |        0 |   36.3 |    85.9
    1 | 2026-03-07 17:11:21 |   c3 |   62.0 |   46.9 |   160.9 |        0 |   35.0 |   106.9
    2 | 2026-03-07 17:11:23 |   c1 |   53.0 |   49.6 |   179.3 |   614756 |   26.8 |    25.1
    2 | 2026-03-07 17:11:24 |   c2 |   63.6 |   48.3 |   148.3 |   531540 |   36.6 |   168.0
    2 | 2026-03-07 17:11:25 |   c3 |   57.8 |   48.5 |   166.3 |  1262891 |   35.5 |    31.2
    3 | 2026-03-07 17:11:27 |   c1 |   44.2 |   50.5 |   182.7 |   810623 |   26.8 |    12.4
    3 | 2026-03-07 17:11:28 |   c2 |   48.4 |   49.0 |   150.6 |   573165 |   36.3 |    23.7
    3 | 2026-03-07 17:11:29 |   c3 |   53.5 |   49.9 |   170.9 |  1287785 |   35.0 |    16.0
    4 | 2026-03-07 17:11:30 |   c1 |   42.0 |   51.3 |   185.6 |   794760 |   26.6 |    41.6
    4 | 2026-03-07 17:11:31 |   c2 |   50.0 |   49.7 |   152.8 |   681339 |   36.0 |    48.0
    4 | 2026-03-07 17:11:32 |   c3 |   56.7 |   50.9 |   174.6 |  1115138 |   34.4 |    21.2
    5 | 2026-03-07 17:11:33 |   c1 |   42.0 |   52.2 |   188.9 |  1061880 |   26.7 |    36.3
    5 | 2026-03-07 17:11:34 |   c2 |   56.1 |   50.2 |   154.3 |   495620 |   35.7 |    11.9
    5 | 2026-03-07 17:11:35 |   c3 |   47.7 |   51.8 |   177.7 |   918207 |   33.8 |    12.8
    6 | 2026-03-07 17:11:37 |   c1 |   39.2 |   52.7 |   190.7 |   568530 |   26.6 |     7.5
    6 | 2026-03-07 17:11:38 |   c2 |   50.8 |   50.9 |   156.5 |   651411 |   35.4 |    18.1
    6 | 2026-03-07 17:11:39 |   c3 |   57.5 |   53.1 |   182.1 |  1400561 |   33.3 |    41.3
    7 | 2026-03-07 17:11:40 |   c1 |   35.7 |   53.4 |   193.2 |   703561 |   26.5 |    63.9
    7 | 2026-03-07 17:11:41 |   c2 |   45.9 |   51.5 |   158.1 |   441813 |   35.2 |    21.6
    7 | 2026-03-07 17:11:42 |   c3 |   50.5 |   54.0 |   185.3 |   894707 |   32.8 |    35.6
    8 | 2026-03-07 17:11:44 |   c1 |   40.6 |   54.2 |   196.2 |   884473 |   26.5 |    23.8
    8 | 2026-03-07 17:11:44 |   c2 |   52.2 |   51.9 |   159.6 |   454030 |   34.9 |    32.1
    8 | 2026-03-07 17:11:45 |   c3 |   45.6 |   54.9 |   188.4 |   925862 |   32.3 |    18.5
    9 | 2026-03-07 17:11:47 |   c1 |   48.2 |   54.9 |   198.6 |   721656 |   26.5 |    13.9
    9 | 2026-03-07 17:11:48 |   c2 |   48.4 |   52.7 |   162.0 |   690250 |   34.8 |    16.6
    9 | 2026-03-07 17:11:49 |   c3 |   47.6 |   56.1 |   192.3 |  1101103 |   31.8 |    18.3
   10 | 2026-03-07 17:11:51 |   c1 |   39.9 |   55.7 |   201.4 |   757125 |   26.4 |    20.7
   10 | 2026-03-07 17:11:52 |   c2 |   49.1 |   53.4 |   164.1 |   587487 |   34.4 |    46.3
   10 | 2026-03-07 17:11:52 |   c3 |   53.2 |   57.1 |   195.9 |  1078946 |   31.5 |     9.1
   11 | 2026-03-07 17:11:54 |   c1 |   41.3 |   56.7 |   205.0 |  1056412 |   26.4 |    39.3
   11 | 2026-03-07 17:11:55 |   c2 |   55.4 |   53.9 |   165.6 |   438903 |   34.2 |    21.2
   11 | 2026-03-07 17:11:56 |   c3 |   56.0 |   58.1 |   199.2 |   923510 |   31.1 |    47.6
   12 | 2026-03-07 17:11:57 |   c1 |   41.5 |   57.2 |   207.1 |   606695 |   26.2 |    26.4
   12 | 2026-03-07 17:11:58 |   c2 |   57.1 |   54.7 |   168.0 |   690013 |   34.0 |    11.9
   12 | 2026-03-07 17:12:00 |   c3 |   56.7 |   59.5 |   203.9 |  1287074 |   30.8 |    50.2
   13 | 2026-03-07 17:12:01 |   c1 |   40.6 |   58.0 |   209.8 |   733256 |   26.2 |    20.4
   13 | 2026-03-07 17:12:02 |   c2 |   49.8 |   55.4 |   170.3 |   610021 |   33.7 |    11.5
   13 | 2026-03-07 17:12:03 |   c3 |   55.4 |   60.6 |   207.6 |  1034346 |   30.4 |     8.8
   14 | 2026-03-07 17:12:05 |   c1 |   34.6 |   58.9 |   212.9 |   936912 |   26.2 |     4.4
   14 | 2026-03-07 17:12:05 |   c2 |   66.2 |   55.9 |   171.8 |   565177 |   33.5 |    10.1
   14 | 2026-03-07 17:12:05 |   c3 |   68.6 |   61.8 |   211.9 |  2006388 |   30.2 |     6.6
   15 | 2026-03-07 17:12:07 |   c1 |   41.6 |   38.6 |   129.1 | -41141630 |   26.3 |    37.1
   15 | 2026-03-07 17:12:07 |   c2 |   54.6 |   56.8 |   174.6 |  1076058 |   33.3 |    13.5
   15 | 2026-03-07 17:12:09 |   c3 |   46.4 |   63.1 |   216.3 |  1210335 |   29.8 |    31.9
   16 | 2026-03-07 17:12:10 |   c1 |   43.6 |   51.8 |   173.3 | 11313237 |   26.4 |    76.7
   16 | 2026-03-07 17:12:11 |   c2 |   59.0 |   57.3 |   176.2 |   404461 |   33.1 |    25.2
   16 | 2026-03-07 17:12:12 |   c3 |   66.3 |   38.2 |   117.4 | -30339372 |   29.6 |    17.0
   17 | 2026-03-07 17:12:14 |   c1 |   44.4 |   58.1 |   202.4 |  9324865 |   26.8 |    32.4
   17 | 2026-03-07 17:12:15 |   c2 |   57.5 |   57.9 |   178.0 |   550555 |   32.8 |    14.3
   17 | 2026-03-07 17:12:16 |   c3 |   49.7 |   39.3 |   120.7 |   945648 |   29.3 |     9.8
   18 | 2026-03-07 17:12:17 |   c1 |   46.2 |   67.8 |   236.1 |  9604535 |   27.3 |    12.3
   18 | 2026-03-07 17:12:18 |   c2 |   93.5 |   58.7 |   180.5 |   745380 |   32.5 |     8.0
   18 | 2026-03-07 17:12:19 |   c3 |   62.6 |   41.0 |   125.9 |  1517076 |   29.0 |    27.2
   19 | 2026-03-07 17:12:21 |   c1 |   39.7 |   54.8 |   256.8 |  5869423 |   28.3 |    67.9
   19 | 2026-03-07 17:12:21 |   c2 |   60.0 |   59.4 |   182.6 |   617602 |   32.3 |    13.7
   19 | 2026-03-07 17:12:22 |   c3 |   80.6 |   42.3 |   130.0 |  1450848 |   28.7 |     6.2
   20 | 2026-03-07 17:12:23 |   c1 |   48.6 |   62.3 |   297.6 | 15220437 |   28.8 |    21.7
   20 | 2026-03-07 17:12:24 |   c2 |   59.8 |   60.2 |   184.9 |   753959 |   32.2 |   238.2
   20 | 2026-03-07 17:12:26 |   c3 |   58.8 |   43.7 |   134.2 |  1107604 |   28.4 |    24.8
   21 | 2026-03-07 17:12:28 |   c1 |   49.3 |   70.9 |   338.5 |  9699858 |   29.6 |    28.6
   21 | 2026-03-07 17:12:29 |   c2 |   61.9 |   35.6 |   114.7 | -15572922 |   32.0 |    13.6
   21 | 2026-03-07 17:12:30 |   c3 |   61.7 |   45.0 |   138.1 |   837694 |   28.0 |    17.5
   22 | 2026-03-07 17:12:32 |   c1 |   63.4 |   78.9 |   377.0 |  8258471 |   31.5 |   824.3
   22 | 2026-03-07 17:12:34 |   c2 |   70.3 |   36.4 |   117.2 |   489002 |   31.6 |    22.6
   22 | 2026-03-07 17:12:36 |   c3 |   51.2 |   46.5 |   142.8 |   879013 |   27.5 |    19.6
   23 | 2026-03-07 17:12:38 |   c1 |   69.8 |    0.0 |       - | -63824187 |   34.9 |  1500.0
   23 | 2026-03-07 17:12:40 |   c2 |   45.2 |   37.3 |   120.2 |   490915 |   31.1 |    32.5
   23 | 2026-03-07 17:12:41 |   c3 |   46.6 |   48.3 |   148.4 |   995907 |   27.1 |    19.7
   24 | 2026-03-07 17:12:43 |   c1 |   36.8 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 17:12:43 |   c2 |   31.0 |   38.0 |   122.5 |   770543 |   31.1 |    24.3
   24 | 2026-03-07 17:12:44 |   c3 |   53.4 |   49.7 |   152.8 |  1581559 |   26.9 |     4.6
   25 | 2026-03-07 17:12:46 |   c1 |   35.6 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 17:12:46 |   c2 |   37.8 |   38.6 |   124.5 |   718715 |   31.1 |    27.9
   25 | 2026-03-07 17:12:47 |   c3 |   57.5 |   51.5 |   158.1 |  1790618 |   26.8 |    23.2
   26 | 2026-03-07 17:12:48 |   c1 |   38.3 |    0.0 |       - |        0 |    0.0 |     0.0
   26 | 2026-03-07 17:12:49 |   c2 |   43.3 |   39.4 |   126.9 |   959379 |   31.2 |    26.5
   26 | 2026-03-07 17:12:50 |   c3 |   44.7 |   53.0 |   162.7 |  1761586 |   26.6 |    10.7
   27 | 2026-03-07 17:12:51 |   c1 |   37.0 |    0.0 |       - |        0 |    0.0 |     0.0
   27 | 2026-03-07 17:12:51 |   c2 |   43.9 |   40.3 |   130.0 |  1406087 |   31.1 |    17.7
   27 | 2026-03-07 17:12:52 |   c3 |   50.8 |   55.3 |   169.8 |  3017028 |   26.5 |    15.5
